Sentences,Aspects,Sentence Sentiment,Aspects Sentiment
"افضل مطعم نركي تقليدي في اسطنبول
ييت المطعم ويا خواتي وصديقاتي وكان المطعم جميل جدا الجلسة دافئة والاكل لذيذ جدا انصح بطلب الكباب وعندهم اكله بالفخار المحتوی اتت تختاره سواء لحم دجاج او روبيان وكله حلو .. وطبعا المعاملة جيدة جدا والطاقم جميعهم طيبين انصح بزيارة المطعم جدا","المطعم،الجلسة،الاكل،المعاملة،الطاقم جميعهم",1,"1,1,1,1,1"
"أحلى مطعم في سلطان أحمد
موقع المطعم رائع حيث يطل على مناظر جميلة للمدينة،الاكل جدا لذيذ خاصة كباب الجره انصح بتجربته،الشئ الاحلى انهم ما يبوعون خمور في هذا المكان،الموظفين ودوون و خدمتهم ممتازة.","موقع المطعم،مناظر،الأكل،الشئ الاحلى،الموظفين،خدمة",1,"1,1,1,1,1,1"
"رائع جدا انصح به و بشده
المطعم ممتاز جدا و الاكل لذيذ و السعر مناسب جدا لما يقدمونه من خدمه
الموقع غير واضح نوعا ما
الموظفين يتحدثون اللغه الانجليزيه و سهل التعامل معهم و خدمتهم ممتازه جدا
الاسعار جيده
الجو مثل جيد","المطعم،الاكل،السعر،الموقع،الموظفين،التعامل،خدمة،الاسعار،الجو",1,"1,1,1,-1,1,1,1,1,1"
"احلا محل كباب
مطعم جامد حلو انصح فيه موجود بالاولد سيتي جمب سلطان احمد لذيذ جداً انصح فيه جداً و اكله جميل مرا و جلسة حلوة و يعطيك شاهي نهاية الاكل انصح فيه جداً","محل كباب،مطعم،اكل،جلسة،الاكل",1,"1,1,1,1,1"
"افضل كوفي بالمنطقه
مطعم جميل يقع في منطقه هادئه وجميع الستاف لديهم متعاون
الاكل لذيذ وجودة الاكل ممتازة وطازجة الاطعمة
انصحكم بتجربته قوود فوود وقوود ستاف","مطعم،منظقه،الاكل،جودة،الاطعمة",1,"1,1,1,1,1"
"يوم جيد!
المطعم جدا جميل ورايق وخدمتهم ممتازة خصوصا المسؤول ابراهيم تعامله ممتاز و ودود مع السياح 👍😍
جربنا الفطور طلبنا اومليت وصحن فطور تركي و شاي واﻻكرام منهم شاي تفاح
انصحكم بالزيارة في منطقة السلطان احمد الهاديه","المطعم،خدمة،المسؤول ابراهيم،شاي تفاح",1,"1,1,1,1"
"مشويات وكباب لا يعلى عليه و بالاخص الجره
جربها ماراح تنسى الطعم
طاقم المطعم قمة في التعامل و بالاخص عمر","مشويات و كباب،الجره،طاقم المطعم،عمر",1,"1,1,1,1"
"بيبك
المطعم كثييييير رائع والخدمه ممتازه تحديداااا oktay كثيييير رائع
انصح بالحضور للمطعم لان الاكل لذيييييييييييييذ،،،طلبنا كباب وريش
وكان ممتازومميز عن باقي مطاعم تركيا
اتمنى العوده اليه مرة اخرى..","المطعم،الخدمه،الاكل",1,"1,1,1"
"جدا رائع..
المكان جميل وهادئ..وجلساتةهادئة ورومانسية والعاملين في المكان تعاملهم راقي. وخدمتهم جيدة وسريعة .والاطباق لذيذة و شهية..","المكان،جلسات،العاملين في المكان،خدمة،الاطباق",1,"1,1,1,1,1"
"راي في المطعم
روعه الامنظر والاجواء
والاكل ممتار والبتزا وااكبابىوالمشروبات
والخدمه ممتازه
والمعسل والمشروبات في غايت الروعه","الاكل،البتزا،المشروبات،الخدمة،المعسل،المشروبات",1,"1,1,1,1,1,1"
"من افضل مطاعم السلطان احمد
مطعم حلو
قعدته مريحة جدا للأعصاب واستايله شيك اوي وطعم الاكل في الجون
وابقوا سلموا على عمر شاب ظريف وجميل :)","مطعم،قعدة،استايل،طعم،عمر",1,"1,1,1,1,1"
"الأكل الشيق اللذيذ...♥
الجو و جودة اﻻكل و الخدمة اﻻكثر من ممتازة...
انصح الجميع بالتجربة بدون سؤال....
خاصة اخونا عمر...
يجبرك بتعامله الراقي على تكرار الزيارة و التمتع باﻻجواء الجميلة...♥
ﻻ تنسوا تجربه شاي التفاح...","الأكل،الجو،جودة الاكل،الخدمة،تعامل،الاجواء",1,"1,1,1,1,1,1"
"مطعم كباب الجرة
المطعم جداً نظيف ومكانة متميز ومريح يشرح النفس حيث ان الخدمة راقية ومتميزة من حيث الجودة المتمثلة في تشكيلة واسعة من المأكولات التركيا الشهية والشيشة التى لا مثيل له في كول تركيا.
والمهم نفسية القائمين على المطعم حيث الابتسامة والروح المرحة.","المطعم،مكان،الخدمة،الجودة،تشكيلة،المأكولات التركيا،الشيشةـ،نفسية القائمين علي المطعم",1,"1,1,1,1,1,1,1,1"
"افضل كباب في سلطان احمد
هذا المطعم من افضل المطاعم في سلطان احمد حيث المكان الرائع القريب من سلطان احمد ومن حيث الأكل فهو جدا رائع جداجدا والجلسه الليليه والشيشه والخدمه رائعة","المطعم،المكان،الأكل،الجلسه الليليه،الشيشة،الخدمة",1,"1,1,1,1,1,1"
"مرينة بيكم حمد واحنة بقطار الليل
طبعا الاجواء اكثر من رائعه ونوعيه الاكل وطريقه الطبخ درجه اولى من حيث الطعم والجوده وطبعا وهاذ المهم بالموظوع هناك اخ اسمه عمر عراقي الجنسيه يلتقي بالناس والترحيب الدايم المستمر وتحس المكان بنكهه عربيه تركيه الصراحه انصح كل سائح يزور هاذ المطعم وطبعا الشيشه(الاركيله)شي خراااااااااافي مايتغير طعمها من بدايتها الي نهايتها","الاجواء،نوعيه،طريقه الطبخ،الترحيب،المكان",1,"1,1,1,1,1"
"أفضل مطعم للكباب والشيشه
انصح جميع العرب بزيارة هذا المطعم حيث انه يتمتع بالخصوصية التامه وكذلك الأطباق التركية الشهيرة بالاضافة الى الشيشه الراقية وكذلك اللحم والخضار المعمول بالفخار علو الطريقة التركية","مطعم كباب و الشيشه،اللحم و الخضار",1,"1,1"
"مكان رائع
مكان جدا جميل واكل كلش طيب وبي لمسة عربية والاجمل عمر العراقي موجود دائما ويهتم بالزبائن العرب لتفوتكم زيارة المطعم الكباب لذيذ مرة والاركيلة بعد احلة والفخارة بعد اطيب","مكان،مكان،اكل،المطعم الكباب،الفخارة",1,"1,1,1,1,1"
"اجمل كباب واجمل شيشه
من افضل المطاعم باسطنبول في منطقة السلطان احمد وخاصه اخونا العراقي عمر قمه بالخلاق والطيبه لايفوتكم المطعم مره لذيذ","كباب،شيشه،المطعم",1,"1,1,1"
"ابو حسن
مطعم جميل ججدن والخدمه اروع والطعام مذاقه ممتاز انصح كل من زار اسطنبول ان ياتي الي هذا المطعم - موجود في السلطان احمد","مطعم،الخدمه،الطعام",1,"1,1,1"
"الأكل و الخدمة ممتازة
وأكلنا مع العائيلة و كان اختيار موفق و انصح الجميع بهذه التجربة و خاصة الأكل من الجرة المطبوخة في الفرن","الأكل،الخدمة،اختيار،الأكل",1,"1,1,1,1"
"افضل كباب مشوي
كنا انا والعائلة في اجازة باسطنبول ودعونا احد الاصدقاء لمطعم رومست وكان المحل الوحيد في سلطان احمد الذي لايبيع المشروبات الكحولية وكان فعﻻ محل محترم واكل لذيذ وجلسة مريحة جدا تناسب العائلة المحترمة والاجمل اخوكم عمر العراقي الذي يرحب بالضيوف العرب ويكون قائما على خدمتهم وصاحب المحل رجل محترم ومضياف ويحترم العرب جدا انصح جميع العوائل زيارة المطعم وستكون تجربة جميلة لن تنسوها","كباب مشوي،محل،اكل،جلسة،العائلة،صاحب المحل،تجربة",1,"1,1,1,1,1,1,1"
"أطيب كباب))))
انا اتيت الي تركيا انا وعائلتي واتيت الي هذا المطعم استمتعنا بالجلوس والطعام كان من أطيب الماكولات التركيه واكلنا من أطيب الكباب والكبة وكنا سعدين لجلوس صاحب المطعم معنا إبراهيم وكان هناك شاب لطيف يتكلم اللغة العربية اسمه عمر وكان يطلب مني الزواج من فتاه سورية كنا نحب الجلوس بهذا المطعم وأنشأ لله عندما ارجع مرة ثانية ساتي بأصدقاء الي هناااا ,,,,,,,","الطعام،الماكولات،الكباب،الكبة،شاب",1,"1,1,1,1,1"
"افضل كباب باسطنبول
كل شهرين احنا بهالمكان الرائع. اكل روعة،نظافة،خدمة ممتازة والمنظر حواليهم يريح الاعصاب
واسعارهم جدا مناسبة","كباب،المكان،اكل،خدمة،المنظر،اسعار",1,"1,1,1,1,1,1"
"رائع
كان هذا المطعم أول مكان أدخله في إسطنبول لأنه مجاور للفندق
أخذت انطباع رائع جدا
وتجربة طعام ولا أروع
الطعم لذيذ
والجلسات هادئة وقليلة وراقية وأنيقة ذات طابع تركي شرقي
النادل يجيد الانجليزية
قدّم لي توابل وسلطة مجانا
وشاي وحلويات مجانا بعد وجبة الغداء
سأزوره قريبا،،","انطباع،تجربة الطعام،الطعم،الجلسات،طابع،النادل",1,"1,1,1,1,0,1"
"أحلا كباب أكلته في حياتي
ذهبنا انا واصديقاي الا اسطنبول و وجدنا هذا المطعم الرائع وأكلنا الكباب اللذيذ وإلباستا البحريه التي أعجبتني اكثر شي","المطعم،الكباب",1,"1,1"
"اطيب كباب بتركيا
جينا ٣ خياة لبنانات لتمضية عطلة الاعياد و امضينا اجمل الاوقات في رامسيت مع اشها الماكولات كالكباب و اطيب شيشا في الاولد سيتي ازا كنتو باستنبول لازم تيجو علا هيدا المطعم","كباب،الاوقات،الماكولات،الكباب،شيشا",1,"1,1,1,1,1"
"كباب لذيذ ومكان حميم
مكان جميل للأصحاب
و العاملين مرحين
والأكل نظيف والخبز لذيذ
وفية أكلة بالجرة
والإسكندر كباب
واكلات تركية لذيذة","كباب،مكان،العاملين،الأكل،الخبز،اكلات تركية",1,"1,1,1,1,1,1"
"طعم كباب لذليذ
ذهبت مع اخي فاتح وشريف الى منطقة سلطان احمد واكلنا مطعم rumist cafe واكلنا كباب تستي المعروف لديهم وكان طعهم لذليذ وليس لديهم كحول","طعم،كباب،طعم",1,"1,1,1"
"أكلنا إفطار جميل و صحي
أنا و أسرتي استمتعنا بالاكل و ما لديهم من تنوع و جودة و نظافة،جعلنا نرغب في العودة لهم اكثر من مره .",إفطار,1,1
"للمرة الثانية
للمرة الثانية وكما وصيت ابني عبدالله ووالدته بان يذهبوا لهذا المطعم وياكلو فيه .... اتصلو فيني من نفس المطعم وهم يتغدون .... الجماعه مذهووووولين من حلاوة الاكل ... بالصحة والهنا",الاكل,1,1
"يجب ان تجربوه
مطعم راءع و خدمه ممتازه . الاكل جدا طيب خاصه المشاوي . الموظفين يتعاملون بشكل جيد خاصه أورهان","مطعم،خدمه،الاكل،المشاوي،الموظفين",1,"1,1,1,1,1"
"افضل اكل تركي كباب
لقد اتيت لهذا عدت مرات ولديهم اكل ممتاز ويستحق زيارت المحل عدت مرات","اكل تركي كباب،اكل",1,"1,1"
"كأنك في بيتك
انا احمد البكور من الكويت
انصحكم في الاكل بهذا المطعم لنظافة الاكل والمكان فيه
وفعلا كان الاكل تم تحضيره في مطبخ بيتك لنظافته وللنكهة اللذيذه التي تشعر فيها
انصحكم لا تاكلون عنده لانكم حتما راح ترجعون تاكلون عنده
اقدر اقول انه من الخمس نجوم
ايضا ما انسى القائمين عليه من موظفين ...بصراحه روحهم مرحه وسريعين في تلبية طلباتك
انصحكم بزيارته","الاكل،المكان،الاكل",1,"1,1,1"
"شهي
طعام رائع و من الصعب ان تجد مكان هادئ في تقسيم
و لكن يمتاز المطعم بالجو الهادئ والخدمة الجيدة و السعر المناسب","طعام،مكان،المطعم،الخدمة،السعر",1,"1,1,1,1,1"
"ممتاز
كان المطعم جميل جداً ورائع جداً واهم شيء صاحب المطعم او مديره لا اعلم بس اسمه مصطفى جداً جداً محترم،ماذا اقول او كيف أصف المطعم ومعاملتهم الصراحه لا أعرف ولكن كان كل شيء رائع وشكراً","المطعم،صاحب،كل شئ",1,"1,1,1"
"مكان جميل جدآ و خدمة رائعة و مأكولات شهية جدآ
بالفعل أطيب طعام أكلته بحياتي ذهبت لمطاعم كثيرة في مصر ولبنان و السعوديه و المانيا لكنني لم أجد أفضل من هذا المطعم فالمأكولات تحضر يوميا وهي طازجة و لذيذة جدآ والا سعار مناسبة. أكلت أنا و عائلتي توركش رافيولي و كفتة و باذنجان كباب سمك وشربنا ليمونادا لذيذة جدآ و السنة القادمة سوف آتي إلى تركيا مرة ثانية و سوف أذهب إلى هذا المطعم no 19 أنا أشكر صاحبة المطعم آيلين جزيل الشكر","مكان،خدمة،مأكولات،طعام،المأكولات،الاسعار،ليمونادا",1,"1,1,1,1,1,1,1"
"مطعم رايق
العاملين بالمطعم ودودين جدا وحريصين ع الزبون وبعضهم يتكلم العربيه لديهم طعام متميز جربت وجبه تصنع في الفخار وتقدم بطريقة احترافية من يجربها عليه تصوير طريقة التقديم بالفيديو","مطعم،العاملين،طعام،تقدم بطريقة",1,"1,1,1,1"
"ممتاز وخدمه رائعه
أيضاً الأكل طيب وخدمة الزبائن في أي وقت والموظف يحيئ والموظف محمد كانو من الموظفين الذين قدموا لنا الأكل وكانا محترمين ومهذبين ومرحين في نفس الوقت","خدمة،الأكل،خدمة،الموظف يحي",1,"1,1,1,1"
"اجمل مارات عين
ي من طعام من خدمه من اشهي مشويات في تركيا نشكرهم علي هذه الخدمه الحمد لله بوباكره بعدها شكرا علي كل ماقدمه لنا من طعام وشاهي وحلويات",,1,
"الخدمة ممتاز
العاملين مرحين ومتاوجدين دوماً
المطعم جميل وقائمة الطعام متنوعة وجميلة
اعجبني جداً ذهب له اكثر من مرة
انصكم بالجلوس خارج المطعم","الخدمة،العاملين،المطعم،قائمة الطعام",1,"1,1,1,1"
"مطعم وكافية في السلطان احمد
مطعم ممتاز جدا
ومكان هادى و مناسب للعائلة
لحمه طازج
وكذلك لدية ارجيلة نعناع ووووو
وهناك شخصين اسمهم شعبان و الأخ عبدالله في قمة الأخلاق
زرته في مارس ٢٠١٤
و انبسطنا فيه جدا","مطعم،مكان،لحمه،شعبان،عبدالله",1,"1,1,1,1,1"
"شكرا كيفي مكان
من اروع واهدى الاماكن باسطنبول خدمه ممتازه لقمه طيبه نظافه والاهم رفقه رائعه جو المكان العام جو عائلي","خدمه،لقمه،رفقه،جو المكان العام",1,"1,1,1,1"
من اجمل الاماكن لفترة المساء حتي الفجر راقي عائلي خدمة جدا سريعة وممتازة يمكنك اختيار من قائمة الطعام والشراب عن طريق الايباد المكان نظيف ومرتب والعاملين جدا ودودين ومرحبين مع الزبائن ذهبت له عدة مرات الاكل ممتاز والعصائر ممتازة يستحق التجربة,"خدمة،المكان،العاملين،الاكل،العصائر",1,"1,1,1,1,1"
"مطعم المدينة اسطنبول
عندما زرنا مطعم المدينة بشارع الاستقلال شعرنا وكأننا ببيتنا ولكن بطعم مميز وكان الاكل ممتاز جدا جدا ننصح كل من يزور تركيا اسطنبول ان يزور مطعم المدينة لانه من لم يأكل بمطعم المدينة لم يتذوق الطعام التركي الشرقي الاصيل .",طعم,1,1
"مطعم المدينه فرع تقسيم
الحمدلله الذي اكرمنا بزيارة هذا البلد الجميل
وفي هذه الفتره تشرفنا بالعشاء في مطعم المدينة فرع ""تقسيم""
للأمانه يا اخوان المطعم جميل واكله جدا جميل وخدمتهم عجيبه.. وتدفع حسب المنيو
مو مثل بعض المطاعم هنا
ينصبون عليك
بارك الله لهم .. ووفقهم في مشوارهم
محمد.. سلطنة عمان","البلد،المطعم،اكل،خدمة",1,"1,1,1,1"
"مذاق لذيذ روعه
من افضل المطاعم في اسطنبول اكل وجلسه روعه وموقعه بشارع الاستقلال بتقسيم انصح الجميع بتجربته لانه فريد في اكله","اكل،جلسة،موقع",1,"1,1,1"
"إفطار رمضان
أذهلني التناغم بين العاملين رغم الحشود المؤلفة وضيق الوقت
طعام حتى التخمة وكرم حاتمي
معظم الأطباق مطهية بشكل جيد ومستوى النظافة ممتاز
تعامل راقي من المدير واستيعاب طيب للضيوف
قرب المطعم من مسجد وسماع صوت أذان المغرب أشعرنا بروحانية رمضان الكريم والمفقودة للأسف الشديد في فنادق إستانبول ذات الخمسة نجوم
تجربة رائعة وأنصح الصائمين بخوضها","التناغم،الحشود،الوقت،كرم،الأطباق،النظافة،تعامل،استيعاب،فنادق،تجربة",1,"1,0,-1,1,1,1,1,1,1,1"
"خدمة سيئة جدا
لنبدأ بالحسنات الطعام جدا لذيذ  المشويات رائعة الكنافة جيدة جدا الاسعار نوعا ما مناسبة ولو ان الماء في كل مرة يملا بثمن الخدمة مروووعة النادل كل شوية يبدي امتعاضه ولا يستجيب لطلباتنا بل ويحاول ان يستعجلنا لكي نسلم الطاولة وهذا كفيل بان انصح المطعم بان يستبدل النادل الذي سيتسبب بان لايعاودوا الزبائن المجئ للمطعم بالرغم من اني في الموة الاولى التي زرت المطعم فيها وجلست بالطابق العلوي لم ارى معاملة سيئة ولكن في هذه المرة عندما جلسنا بالطابق الارضي تفاجئنا بسوء الاستقبال","خدمة،الطعام،المشويات،الكنافة،الاسعار،الخدمة،معاملة،الاستقبال",0,"-1,1,1,1,1,-1,-1,-1"
"احلى جلسة واحلى سهره
من الاخر هاد الكافية وبس
احلى مكان لاحلى جلسه لو جيت على تقسيم وما جلست فيه راح يفوتك كثير
احلى سهره
طالما عندك وقت تعال على هاد الكافية ولاتخاف انت في المكان الصح","جلسة،سهره،مكان،سهره،المكان",1,"1,1,1,1,1"
"تارت فراوله مميز
لايمكن ان اجد او اتذوق او انسى مثل هذا الطعم الذي اصبح مرتبط بهذا المكان تارت فراوله مميز جدا كما ان جميع مايقدمونه من حلويات لذيذه جدا ارغب بتكرار التجربه اللذيذه","تارت فراوله،حلويات،التجربه",1,"1,1,1"
"مطعم نظيف جدا واكل لذيذ
الاكل لذيذ والخدمة ممتازة لمحبي اكل البيت هذا المطعم هو اختيار جيد حيث هناك اكثر من نوع من المرق يقدم مع التمن او البرغل.","مطعم،اكل،الاكل،الخدمة،اختيار",1,"1,1,1,1,1"
"مطعم تركي ممتاز
مطعم ممتاز من كل النواحي النظافه والمكان ممتاز في قعدتين خارجيه وفي داخليه هادي كثير ورايق انصح اللي يزور تركيا يروح له وجربو الدولمه جنان ..وطبعا العاملين فيه اكثر من رائعين وخدمتهم سريعه وفي شيشه للي يحب يشيش","مطعم تركي،مطعم،المكان،داخليه،الدولمه،خدمة",1,"1,1,1,1,1,1"
"مكان رائع للاستمتاع بالحلوى
المكان مخصص للحلويات الشرقية خاصة ويوفر اماكن جلوس داخلية وخارجية لاكل لديه
الجلسات الخارجة جدا جميلة خصا انها مطلة على ميدان تقسيم ومع كثرة المارة توفر احساس خاص بالمكان
الحلوي منظرها جدا مغري ولذيذ والشاي لاباس به","مكان،الجلسات الخارجة،مكان الحلوي",1,"1,1,1"
رهيب جدا طعم اللحم المشوي انصح جدا بالاضلع فهيا لاتقاوم المطعم نظيف مرتب جدا كل العاملين ممتازين في التعامل وصاحب المطعم جدا خلوق وكذلك مدير المطعم فهم يهتمون في زبائنهم وطريقة تقديم الاكل رائعة,"طعم اللحم المشوي،الاضلع،المطعم،العاملين،صاحب المطعم،مدير المطعم،طريقة تقديم الاكل",1,"1,1,1,1,1,1,1"
"رائع جدا
احلا لحم ذقتة في حياتي غالي بس يستاهل جدا مدير المطعم يهتم بزبائن والعاملين في المطعم قمة في النظافة والترتيب و ودودين ومبتسمين ومرحين مع الزبائن وسرعين في تقديم الخدمة سوف اقوم بزيارة في رحلتي القادمة الي اسطنبول","لحم،مدير المعطم،العاملين في المطعم",1,"1,1,1"
"يجب تجربة!
كان المكان مزدحم للغاية. كان علينا المشاركة مع طاولة اخرى! ولكن وهل تصدق! إنه يستحق ذلك! يتم طهي اللحم بطرق متعددة،وقدموا لنا 3 طرق الجديدة للتجريب . كلها كانت ممتازة. لا تفوت التحلية! لم يكن رخيصاً المكان ولكن يستحق جرب!","المكان،طهي اللحم،طرق،المكان",1,"1,0,0,1"
"ما أروع مطعم ستيك هاوس
في رحلة عمل إلى اسطنبول كنا دعوة إلى مطعم ستيك هاوس الغير معقول. الطعام رائع،خدمة ممتازة. الانتظار ليس طويلا للغاية،على الرغم من انهم مشغولون. يجب أن لا تفوت التحلية!","مطعم ستيك هاوس،مطعم ستيك هاوس،الطعام،خدمة،الانتظار",1,"1,1,1,1,1"
"مطعم جميل جداً .. أبداً ليس على شكلة
طلبنا باستا وبيتزا .. جميعها كانت جميلة .. خصوصا البيتزا .. أيضا عصير الرمان الطازج .. الان هو موسم الرمان في تركيا .. ولذلك يتم عصره أمامك .. طعم ونكهة رائع","مطعم،جميعها،عصير الرمان،طعم،نكهة",1,"1,1,1,1,1"
"مطعم ومقهى
الاكل جميل والأجمل الموقع ونظافة المكان يعتبر راقي والعاملين ودودين انصح بزيارته السعر غالي شوي لكن يستاهل على نظافة وموقعه","الاكل،الموقع،نظافة المكان،العاملين،السعر",1,"1,1,1,1,1"
"استمتع بالجودة
رغم ان الاسعار شوية فوق المعقول الا انك لا تندم ابدا. المطعم كتير حلو و الخدمة كتير محترمة. لا تضيع الفرصة و تعال حتى لو من بعيد. لانك لن تندم ابدا. بمجرد نظرة الى المسجد. سلطان احمد","الاسعار،المطعم،الخدمة",1,"1,1,1"
"فاخر و لذيذ
المطعم فاخر جدا من المدخل و حتى دورات المياه... الطعام لذيذ جدا و يستحق المبلغ الذي يدفع فيه..الجرسونات ودودين و لطيفين.. بشكل عام اوصي بزيارة هذا المطعم بشدة","المطعم،الطعام،الجرسونات",1,"1,1,1"
"ممتاز جدا
هذ المطعم يتميز باداء الطاهي اللذي ادهشني طريقة الطهو من قبله والخدمة الموجودة عند الكرسون والاطلالة البحرية الممتعة","المطعم،اداء الطاهي،طريقة الطهو،الخدمة،الاطلاة البحرية",1,"1,1,1,1,1"
"ممتاز
لقد كنت اقيم في احد الاوتيلات المجاور وذهب لابحث عن مكان مريح للعشاء لقد كان من احد الايام المذهلة والطعام الرائع والخدمة المميزة مع الهواء النقي والحديقة الجميلة","الاوتيلات،مكان،الايام،الطعام،الخدمة،الهواء،الحديقة",1,"0,1,1,1,1,1,1"
"تجربة ممتازه ولذيذه
تستطيع الاستمتاع بأكل الكنافة الساخنه و الطازجة مع شرب القهوه في جو رائع و رومانسي .. تمت زيارته اكثر من مره و انصح الجميع بتجربته و تذوق الكنافة و البقلاوة","تجربة،الكنافة،جو",1,"1,1,1"
"مطعم ضياء رااااااااااااااااااااائع
مطعم رومانسي ونظيف جدا والاكل لذيذ جدا جدا
اسكندر ومشويات لذيذة وكذالك السلطات والسعر مقبول مقارنة بالاكل الذيذ","مطعم،مطعم،الاكل،مشويات،السلطات،السعر،الاكل",1,"1,1,1,1,1,1,1"
"فاشل
مستوى المطعم بائس وأصناف الطعام عادية
المروع في الأمر ويدعو للإشمئزاز
وصلت شحنة اللحم البقري الى المطعم حال تواجدنا فيه
ومرت من أمامنا وتناولها الشيف بكل حميمية وأريحية بيديه العارية وأدخلها الثلاجة
وبدون أن يقوم بغسل يده واصل غرف الطعام وتقديمه للزبائن من جديد
لا يمكن أتصور أن أزور المطعم من جديد
ولا أحب أن أنصح أحد به","مستوي،اصناف الطعام",-1,"-1,0"
"لذيذ وبسيط
مكان مريح وبسيط وعائلي يقدم وجبات متنوعه ولذيذه طازجه يوميا والطاقم مرحب جدا سوف اكرر زيارتي له باذن الله دائما","مكان،وجبات،الطاقم",1,"1,1,1"
"الافطار اشهى
فى اعتقادى الشخصى ان هذا المطعم ( السلسلة) طفرة جديدة فى الشرق لتحول المزاج الشرقى فى المأكولات الى العصر الحديث حيث استطاع هذا المطعم ان يحقق المعادلة
اولا: مخبوزات على الطريقة الشرقية ( التركية ) بجودة فرنسيه وايطالية
ثانيا : انتشار فى كل مكان
ثالثا: سرعة فى الخدمه وحرفية عاليه
انصح بزيارة هذا المطعم للافطار و شرب الشاى بعد الظهيرة","الافطار،المطعم،طفرة،مخبوزات،الخدمه",1,"1,0,0,0,1"
"مطعم راقي جدا وخدمة مميزة والفاهيتا اسلوب تقديمها مميز للغاية
حبيتوووووووووووووووووووووووو
القهوة عندن مميزة واسلوب الدخان عبقري
والديكور بسيط وجميل شكرا بورتا بيرا","مطعم،خدمة،اسلوب تقديمها،القهوة،اسلوب الدخان،الديكور",1,"1,1,1,1,1,1"
"جدا راقي
مطعم مرتب و نظيف العاملين ممتازين جدا الاكل جيد جدا موقع المطعم رائع فايكفي الجلوس والاكل او احتساء القهوه فهيا متعه بذاتها اتمنا العودة لة قريبا في موسم الربيع","مطعم،العاملين،الاكل،موقع،احتساء القهوه",1,"1,1,1,1,1"
"مطعم جيليك في بكري كوي رائع وجلسه مميزه
مطعم رائع بمعنى الكلمه،الاكل نظيف،العاملين في المطعم جدا ودودين ويحبون الاطفال ويستمتعون بخدمة الضيف القادم لهم
الجلسات رائعه جدا،يوجد مكان مخصص للاطفال فوق سن سنتين بمربيه جدا ودوده،
فقط مالم يعجبني الكنافه مليئه بالسمن والشيره","مطعم جيليك،جلسه،مطعم،الاكل،العاملين،الجلسات",1,"1,1,1,1,1,1"
"اسكندر حبيبي
اسكندر هي من الوجبات المميزة في تركيا وهو مطعم يقدم الطعام التركي بإمتياز من الكباب باذنجان الى اضنة ويقدم وجبة اسكندر مع المخللات الرائعة جربوه ولن تندموا","اسكندر،يقدم الطعام التركي،وجبة اسكندر مع المخللات",1,"1,1,1"
"الاكل ممتع
خاصة في وجبات الفطور وحاول ان تعتمد على الاكل التركي لأنه مميز ويجب الانتباه من الغداء والعشاء من الاكل الحار","الاكل،الاكل التركي",1,"1,1"
"مكان لطيف و الخدمة جيدة .... كنت متخيلاه هيكون افضل بكثير
الاكل حلو و الفيو ساحر
الاسعار عالية بعض الشئ","مكان،الخدمة،الاكل،الفيو،الاسعار",1,"1,1,1,1,-1"
"كويس
المطعم كويس بس سمعتة تسبقة بمراحل يتكون من ٣ اداور احرص تكون طاولتك في الدور الثالث من اجل الاطاله الحلوه وليس الاكل ( مطعم تركي بحت) واحيانا عليك الانتظار من اجل طاولة في الدور الثالث","المطعم،الاطاله",1,"1,1"
"لاتتعب نفسك
الكلام كثير عليه وقلق
جيته بالليل اول شي وخايس او عادي او اقل من عادي
قلت من بكره الناس تمدح خل اروووح يمكني ضايع
جيته غدا الاسعار غالي وزحمه بس الاكل عاددددي واقل من عادي مشاويه والخبز ذواقه بس تقل تشحذ واذا قلت عطوني زياده جاب نوع ثاني قال خلص ابوسمسم
؟؟؟
اطلالته رااائعه جدا
اما مستواه اقيمه 6من10","الكلام،الاسعار،الاكل،الخبز،اطلالة",-1,"1,-1,-1,1,1"
"من أفضل المطاعم التايلندية التي زرتها في حياتي
زرت المطعم في المساء لأتناول وجبة العشاء وفور وصولي فوجئت بجمال الديكور في المطعم،وموسيقى جميله وهادئه والعاملين بالمطعم بقمة الأدب والإحترافيه . توفر قائمة الطعام العديد من الخيارات ًالتايلنديه بالاضافة الى بعض الخيارات الأسيوية. بعد قضاء أسبوع في المدينة أستطيع ان أقول انه من الصعب ان تجد مطاعم عالميه في اسطنبول بهذا المستوى،نال الطعام إعجابي واعتقد انني سأعود مجدداً","الديكور،موسيقى،العاملين بالمطعم",1,"1,1,1"
"روعة
مطعم رائع والاكل طيب الا ان الأسعار نوعا ما مرتفعة الا ان المستوى العام جيدجدا ","مطعم،الاكل،الأسعار،المستوي العام",1,"1,1,-1,1"
"معقول
يمثل المطبخ التركي له عده فروع انصحكم بتناول اسكندر كباب والكنافه بالجبن والكبه المحشيه بالفستق طعمها خيال وممكن تناول الافطار انصحكم بزيارته",طعم,1,1
"مطعم أورفالي حجي
تناولت وأي طعام الإفطار في هذا المطعم في رمضان الماضي. قبل اللإفطار توجد على كل منضدة 6 او 7 مقبلات منها الكفتة النية والبصل و سلطة حارة وسلطة عادية وباذنجان مشوي ومهروس. أنا طلبت كباب بالفستق وأخي كباب اضنة بالاضافة الى شوربة العدس وكان الطعام لذيذا . الحساب لجميع ماذكر ( عدا الباذنجان لم يكن على منضدتنا ) و 2 آيران و 2 شاي هو 37 ليرة فقط!","سلطة،الطعام",1,"0,1"
